YAL001C;YBR123C;0.99
YAL001C;YDR362C;0.99
YAL001C;YDR381W;0.3
YAL001C;YGR047C;0.99
YAL001C;YOR110W;0.99
YAL007C;YAR002C-A;0.73
YAL007C;YBL003C;0.58
YAL007C;YBR009C;0.72
YAL007C;YDR086C;0.32
YAL007C;YDR174W;0.72
YDR381W;YAL007C;0.51
YAL007C;YGL008C;0.83
YAL007C;YGL055W;0.8
YAL007C;YGL200C;0.77
YAL007C;YGR231C;0.32
YAL007C;YJL034W;0.83
YAL007C;YLR075W;0.53
YAL007C;YLR150W;0.33
YAL007C;YLR342W;0.33
YAL007C;YML012W;0.93
YAL007C;YMR214W;0.74
YAL007C;YNL055C;0.33
YBL003C;YAL011W;0.63
YAL011W;YDR190C;0.99
YAL011W;YDR334W;0.99
YAL011W;YDR485C;0.99
YAL011W;YJL081C;0.99
YAL011W;YLR085C;0.99
YAL011W;YML041C;0.99
YAL011W;YPL235W;0.99
YAL016W;YDL134C;0.99
YAL016W;YDL188C;0.99
YAL016W;YGL190C;0.99
YAL016W;YGR161C;0.55
YAL016W;YML109W;0.78
YAL016W;YMR273C;0.93
YAL016W;YNL209W;0.58
YAL016W;YOR014W;0.7
YAL016W;YPL152W;0.36
YLR150W;YAL017W;0.4
YAL019W;YAL026C;0.64
YAL019W;YIL035C;0.99
YAL021C;YCR093W;0.99
YAL021C;YDR252W;0.73
YAL021C;YNR052C;0.6
YAL024C;YNL312W;0.83
YAL026C;YML069W;0.38
YAL027W;YCR009C;0.63
YAL027W;YCR028C-A;0.34
YAL027W;YDL014W;0.81
YDR381W;YAL027W;0.72
YAL027W;YDR388W;0.72
YAL027W;YGL106W;0.6
YAL027W;YIL095W;0.5
YAL027W;YIL105C;0.34
YAL027W;YLL018C;0.51
YAL027W;YLR429W;0.99
YAL027W;YML095C;0.95
YAL027W;YNL106C;0.47
YAL027W;YOR294W;0.72
YAL027W;YPL004C;0.63
YAL027W;YPL022W;0.95
YAL027W;YPL146C;0.6
YAL027W;YPR171W;0.6
YAL033W;YBR257W;0.3
YAL033W;YHR062C;0.98
YAL033W;YNL221C;0.53
YAL034C;YER110C;0.99
YAL043C;YAL046C;0.54
YAL043C;YBL076C;0.82
YAL043C;YBL101C;0.42
YAL043C;YBR119W;0.33
YAL043C;YDL199C;0.54
YAL043C;YDR195W;0.99
YAL043C;YGR156W;0.94
YAL043C;YJR093C;0.96
YAL043C;YKL059C;0.99
YAL043C;YLR115W;0.97
YAL043C;YLR277C;0.99
YAL043C;YLR303W;0.54
YAL051W;YCR087C-A;0.31
YAL051W;YDR060W;0.32
YAL051W;YDR412W;0.65
YAL051W;YIL036W;0.34
YAL051W;YKL172W;0.34
YAL051W;YLR197W;0.34
YAL051W;YOR310C;0.34
YPL146C;YAL051W;0.43
YAL051W;YPR169W;0.34
YAL059W;YMR124W;0.3
YAR002W;YLR335W;0.99
YAR002W;YLR347C;0.99
YAR002W;YNL189W;0.99
YAR003W;YBR175W;0.99
YAR003W;YDR469W;0.73
YAR003W;YLR015W;0.99
YAR003W;YPL138C;0.89
YAR007C;YBL002W;0.93
YAR007C;YDL140C;0.51
YAR007C;YDR129C;0.5
YDR174W;YAR007C;0.57
YAR007C;YEL030W;0.34
YAR007C;YFL014W;0.28
YAR007C;YHR164C;0.97
YAR007C;YJL173C;0.99
YLR429W;YAR007C;0.56
YNL312W;YAR007C;0.99
YAR044W;YAR042W;0.99
YAR071W;YAL062W;0.33
YAR071W;YBR093C;0.53
YAR071W;YCR038C;0.33
YAR071W;YFR055W;0.53
YAR071W;YGL245W;0.33
YAR073W;YCR053W;0.77
YAR073W;YHR197W;0.37
YAR073W;YHR216W;0.84
YAR073W;YLR432W;0.98
YAR073W;YML056C;0.98
YBL003C;YBL002W;0.94
YBR009C;YBL002W;0.94
YBL002W;YGL207W;0.99
YBL002W;YGL241W;0.99
YBL002W;YKR048C;0.99
YML069W;YBL002W;0.99
YBL002W;YMR072W;0.54
YBL002W;YOL012C;0.99
YBL002W;YOL054W;0.92
YBL003C;YBL046W;0.77
YBL003C;YBR009C;0.94
YBL003C;YBR010W;0.96
YBL003C;YCR028C-A;0.37
YBL003C;YDR174W;0.94
YBL003C;YGL207W;0.99
YBL003C;YGL241W;0.94
YBL003C;YHL024W;0.29
YBL003C;YIL035C;0.71
YBL003C;YIL148W;0.58
YBL003C;YIL173W;0.29
YBL003C;YJL034W;0.61
YBL003C;YKR048C;0.99
YBL003C;YML069W;0.99
YBL003C;YML103C;0.54
YBL003C;YMR044W;0.32
YBL003C;YMR072W;0.99
YBL003C;YNL201C;0.93
YBL003C;YOR058C;0.49
YBL003C;YOR061W;0.78
YBL008W;YBR215W;0.82
YBL016W;YBR072W;0.3
YBL016W;YDR171W;0.29
YBL016W;YLR259C;0.3
YBL016W;YNL246W;0.3
YCR028C-A;YBL019W;0.39
YBL021C;YOR358W;0.99
YDL014W;YBL024W;0.98
YDR381W;YBL024W;0.29
YBL024W;YIL070C;0.99
YLR150W;YBL024W;0.29
YBL026W;YJR022W;0.67
YBL026W;YMR268C;0.99
YBL032W;YGL105W;0.99
YGL245W;YBL032W;0.48
YBL035C;YNL102W;0.99
YLR150W;YBL036C;0.33
YBL037W;YNL265C;0.29
YBL037W;YOL062C;0.4
YBL038W;YGR093W;0.39
YBL038W;YJL200C;0.29
YBL038W;YKR006C;0.39
YBL038W;YLR399C;0.29
YBL039C;YGL022W;0.83
YBL041W;YFR050C;0.84
YBL041W;YGL011C;0.97
YBL041W;YGR135W;0.97
YBL041W;YGR253C;0.97
YBL041W;YJL001W;0.63
YBL041W;YML092C;0.98
YBL041W;YMR314W;0.39
YBL041W;YOL038W;0.98
YBL041W;YOR362C;0.97
YBL041W;YPR103W;0.94
YBL045C;YPR191W;0.99
YBL046W;YDR075W;0.99
YBL046W;YDR293C;0.89
YBL046W;YML010W;0.99
YBL046W;YNL201C;0.99
YBL047C;YJL148W;0.29
YBL003C;YBL052C;0.73
YBR010W;YBL052C;0.58
YBL052C;YPR031W;0.99
YBL056W;YLR240W;0.7
YBL058W;YDL126C;0.99
YDR388W;YBL058W;0.36
YBL058W;YHR064C;0.77
YBL067C;YER030W;0.42
YBL067C;YML105C;0.3
YBL067C;YOL087C;0.99
YBL071W-A;YAL020C;0.99
YCR009C;YBL071W-A;0.64
YBL071W-A;YDR385W;0.99
YDR388W;YBL071W-A;0.99
YBL071W-A;YEL037C;0.64
YBL071W-A;YIL103W;0.99
YBL071W-A;YKL191W;0.99
YBL071W-A;YLR384C;0.99
YLR429W;YBL071W-A;0.56
YBL074C;YGR074W;0.74
YBL074C;YHR165C;0.97
YLR347C;YBL074C;0.4
YBL074C;YPR182W;0.88
YGL106W;YBL079W;0.67
YLR429W;YBL079W;0.99
YBL084C;YGL240W;0.8
YBL086C;YLR045C;0.48
YBL093C;YBR193C;0.97
YBL093C;YBR253W;0.8
YBL093C;YDL005C;0.82
YBL093C;YDR308C;0.77
YDR381W;YBL093C;0.4
YBL093C;YER022W;0.98
YBL093C;YGL025C;0.97
YBL093C;YGL127C;0.82
YBL093C;YGR198W;0.29
YBL093C;YHR058C;0.82
YBL093C;YHR121W;0.3
YLR150W;YBL093C;0.4
YBL093C;YNR010W;0.98
YBL093C;YOL051W;0.98
YBL093C;YOR174W;0.97
YBL093C;YPR070W;0.98
YBL093C;YPR168W;0.97
YDR388W;YBL097W;0.3
YBL097W;YFR031C;0.98
YGR135W;YBL097W;0.29
YBL097W;YLR086W;0.84
YBL097W;YLR272C;0.85
YBR010W;YBL103C;0.98
YBL103C;YOL067C;0.97
YBR001C;YBR109C;0.67
YBR001C;YBR127C;0.99
YDR171W;YBR001C;0.99
YGL106W;YBR001C;0.67
YBR009C;YBR010W;0.94
YBR009C;YCL040W;0.66
YBR009C;YDR174W;0.83
YBR009C;YEL056W;0.99
YBR009C;YGL207W;0.99
YBR009C;YIL070C;0.84
YBR009C;YJL115W;0.87
YBR009C;YLL022C;0.94
YBR009C;YML069W;0.99
YBR009C;YMR072W;0.43
YBR009C;YMR284W;0.99
YBR009C;YOL054W;0.93
YBR009C;YOR217W;0.94
YBR009C;YPL001W;0.99
YBL002W;YBR010W;0.94
YBR010W;YBR245C;0.99
YDR174W;YBR010W;0.33
YBR010W;YEL056W;0.99
YGL207W;YBR010W;0.99
YBR010W;YGR081C;0.28
YBR010W;YIL070C;0.83
YBR010W;YJL115W;0.28
YKR048C;YBR010W;0.66
YBR010W;YLL022C;0.94
YML069W;YBR010W;0.99
YBR010W;YMR044W;0.32
YBR010W;YMR284W;0.82
YBR010W;YMR288W;0.28
YBR010W;YNL054W;0.88
YBR010W;YNL167C;0.29
YBR010W;YPL001W;0.99
YBR010W;YPR052C;0.29
YBR017C;YBR189W;0.98
YBR017C;YGL122C;0.99
YGL106W;YBR030W;0.64
YBR030W;YLR244C;0.99
YBL003C;YBR049C;0.35
YBL084C;YBR054W;0.31
YDR381W;YBR054W;0.63
YBR055C;YER029C;0.28
YBR057C;YLL040C;0.32
YBR058C;YBR112C;0.35
YBR058C;YDL182W;0.3
YDR388W;YBR058C;0.44
YEL030W;YBR058C;0.5
YGL106W;YBR058C;0.72
YIL148W;YBR058C;0.33
YBR058C;YPL085W;0.68
YBL002W;YBR060C;0.81
YBL003C;YBR060C;0.82
YBR009C;YBR060C;0.64
YDR174W;YBR060C;0.64
YBR060C;YHR118C;0.97
YBR060C;YLL004W;0.99
YBR060C;YML065W;0.99
YOR294W;YBR060C;0.34
YPL001W;YBR060C;0.97
YBR060C;YPR162C;0.99
YBR062C;YMR083W;0.4
YBR067C;YER151C;0.77
YBR072W;YBR127C;0.77
YBR072W;YJL047C;0.29
YBR072W;YMR083W;0.4
YBR072W;YOR159C;0.29
YBR072W;YPR056W;0.29
YAL016W;YBR079C;0.49
YBR079C;YDR429C;0.99
YBR079C;YER025W;0.99
YGL106W;YBR079C;0.56
YBR079C;YJR007W;0.99
YBR079C;YJR045C;0.61
YBR079C;YLR192C;0.99
YLR259C;YBR079C;0.64
YBR079C;YMR146C;0.97
YBR079C;YMR186W;0.3
YBR079C;YMR309C;0.97
YBR079C;YNL244C;0.77
YBR079C;YOR361C;0.99
YBR079C;YPR041W;0.99
YBR079C;YPR116W;0.34
YBR081C;YBR198C;0.88
YBR081C;YLR055C;0.99
YBR081C;YMR223W;0.5
YBR081C;YOL148C;0.84
YBR082C;YDR059C;0.83
YBR082C;YER068W;0.33
YBR082C;YKL010C;0.98
YOR294W;YBR082C;0.32
YBR084W;YDL130W;0.29
YBR010W;YBR087W;0.34
YBR087W;YCL016C;0.34
YBR087W;YDR087C;0.34
YDR171W;YBR087W;0.32
YBR087W;YEL026W;0.45
YBR087W;YJR068W;0.45
YLR150W;YBR087W;0.45
YBR087W;YLR223C;0.36
YML105C;YBR087W;0.45
YBR087W;YNL290W;0.82
YOR217W;YBR087W;0.98
YBR094W;YEL015W;0.96
YBR095C;YAL013W;0.87
YBR095C;YIL084C;0.99
YBR095C;YMR263W;0.97
YBR095C;YNL097C;0.99
YBR095C;YNL330C;0.96
YBR095C;YOL004W;0.99
YBR095C;YPL139C;0.96
YBR095C;YPL181W;0.99
YBR101C;YBR115C;0.99
YBR103W;YCR033W;0.99
YBR103W;YDR155C;0.87
YBR103W;YIL112W;0.97
YBR103W;YKR029C;0.98
YBR107C;YBR211C;0.87
YBR107C;YDR254W;0.99
YBR107C;YDR318W;0.44
YBR107C;YGR179C;0.64
YBR107C;YJR135C;0.64
YBR107C;YLR315W;0.87
YBR107C;YPL018W;0.99
YBR107C;YPR046W;0.51
YCR009C;YBR108W;0.77
YDR388W;YBR108W;0.92
YBR108W;YGR086C;0.29
YPL004C;YBR108W;0.3
YBR109C;YGL242C;0.39
YBR109C;YMR109W;0.98
YBR109C;YMR315W;0.39
YBR119W;YER029C;0.94
YBR119W;YGR013W;0.99
YBR119W;YGR074W;0.94
YBR119W;YIL061C;0.97
YBR119W;YKL012W;0.99
YBR119W;YLR147C;0.72
YBR119W;YLR275W;0.94
YBR119W;YML046W;0.99
YBR123C;YDR362C;0.97
YBR123C;YGR047C;0.99
YBR123C;YOR110W;0.99
YBR123C;YPL007C;0.86
YBR125C;YDR071C;0.94
YBR127C;YDL185W;0.99
YBR127C;YDR328C;0.3
YBR127C;YEL051W;0.99
YBR127C;YGR020C;0.96
YBR127C;YHR039C-B;0.94
YBR127C;YJR033C;0.74
YBR127C;YPR036W;0.88
YBR130C;YAL029C;0.7
YBR109C;YBR130C;0.59
YGL106W;YBR130C;0.94
YBR130C;YKL130C;0.59
YBR131W;YGL124C;0.99
YBR135W;YDR099W;0.29
YBR135W;YJL138C;0.3
YBR135W;YLL050C;0.39
YBR135W;YLR079W;0.8
YBR135W;YLR109W;0.39
YNL209W;YBR135W;0.3
YDR087C;YBR139W;0.3
YBR139W;YER062C;0.4
YHR064C;YBR139W;0.3
YBR148W;YER006W;0.29
YHR121W;YBR148W;0.3
YBR150C;YLR106C;0.32
YBR154C;YDL115C;0.97
YDL140C;YBR154C;0.97
YBR154C;YDL150W;0.94
YBR154C;YDR156W;0.68
YBR154C;YFL023W;0.94
YBR154C;YGL043W;0.55
YBR154C;YGL070C;0.97
YBR154C;YGR005C;0.76
YBR154C;YGR063C;0.89
YBR154C;YGR186W;0.76
YBR154C;YIL021W;0.97
YBR154C;YJL140W;0.76
YJL148W;YBR154C;0.94
YBR154C;YLR200W;0.68
YBR154C;YNL113W;0.93
YBR154C;YNL248C;0.94
YBR154C;YOL005C;0.97
YBR154C;YOR151C;0.76
YBR154C;YOR210W;0.97
YBR154C;YOR224C;0.9
YBR154C;YOR340C;0.97
YBR154C;YOR341W;0.97
YBR154C;YPL129W;0.93
YBR154C;YPR110C;0.97
YBR154C;YPR187W;0.48
YBR155W;YJR031C;0.39
YKR048C;YBR155W;0.29
YMR186W;YBR155W;0.74
YNL209W;YBR155W;0.29
YBR159W;YAL023C;0.32
YBR159W;YBL060W;0.51
YDR174W;YBR159W;0.86
YDR381W;YBR159W;0.51
YGL008C;YBR159W;0.32
YIL105C;YBR159W;0.68
YBR159W;YJL123C;0.92
YBR159W;YJR065C;0.53
YLL050C;YBR159W;0.3
YBR159W;YLR314C;0.33
YLR429W;YBR159W;0.91
YNL055C;YBR159W;0.32
YBR159W;YNR035C;0.33
YBR159W;YOR233W;0.33
YHR062C;YBR167C;0.98
